acc:	-272.000000	-975.000000	17285.000000
acc:	-272.000000	-973.000000	17272.000000
acc:	-277.000000	-978.000000	17277.000000
acc:	-274.000000	-978.000000	17256.000000
acc:	-274.000000	-972.000000	17242.000000
acc:	-268.000000	-977.000000	17244.000000
acc:	-266.000000	-992.000000	17233.000000
acc:	-258.000000	-992.000000	17235.000000
acc:	-262.000000	-1001.000000	17214.000000
acc:	-268.000000	-998.000000	17197.000000
acc:	-267.000000	-1004.000000	17184.000000
acc:	-253.000000	-1004.000000	17196.000000
acc:	-254.000000	-1002.000000	17184.000000
acc:	-245.000000	-1002.000000	17192.000000
acc:	-252.000000	-1005.000000	17198.000000
acc:	-246.000000	-1009.000000	17182.000000
acc:	-252.000000	-1000.000000	17191.000000
acc:	-244.000000	-992.000000	17196.000000
acc:	-241.000000	-1004.000000	17209.000000
acc:	-248.000000	-1001.000000	17225.000000
acc:	-246.000000	-995.000000	17233.000000
acc:	-263.000000	-986.000000	17222.000000
acc:	-266.000000	-979.000000	17233.000000
acc:	-274.000000	-983.000000	17232.000000
acc:	-264.000000	-976.000000	17238.000000
acc:	-280.000000	-964.000000	17252.000000
acc:	-276.000000	-972.000000	17257.000000
acc:	-289.000000	-973.000000	17244.000000
acc:	-296.000000	-953.000000	17245.000000
acc:	-288.000000	-950.000000	17244.000000
acc:	-288.000000	-953.000000	17252.000000
acc:	-280.000000	-960.000000	17253.000000
acc:	-279.000000	-961.000000	17253.000000
acc:	-270.000000	-966.000000	17260.000000
acc:	-282.000000	-977.000000	17256.000000
acc:	-267.000000	-984.000000	17246.000000
acc:	-268.000000	-971.000000	17240.000000
acc:	-264.000000	-975.000000	17242.000000
acc:	-248.000000	-988.000000	17247.000000
acc:	-244.000000	-988.000000	17223.000000
acc:	-242.000000	-982.000000	17189.000000
acc:	-235.000000	-992.000000	17192.000000
acc:	-234.000000	-1006.000000	17209.000000
acc:	-244.000000	-992.000000	17197.000000
acc:	-232.000000	-978.000000	17181.000000
acc:	-234.000000	-978.000000	17192.000000
acc:	-235.000000	-971.000000	17202.000000
acc:	-231.000000	-972.000000	17206.000000
acc:	-236.000000	-963.000000	17199.000000
acc:	-238.000000	-955.000000	17216.000000
acc:	-245.000000	-958.000000	17244.000000
acc:	-242.000000	-942.000000	17247.000000
acc:	-237.000000	-932.000000	17219.000000
acc:	-244.000000	-937.000000	17228.000000
acc:	-254.000000	-943.000000	17252.000000
acc:	-260.000000	-951.000000	17252.000000
acc:	-268.000000	-953.000000	17242.000000
acc:	-274.000000	-956.000000	17250.000000
acc:	-277.000000	-972.000000	17250.000000
acc:	-277.000000	-978.000000	17252.000000
acc:	-279.000000	-979.000000	17241.000000
acc:	-285.000000	-984.000000	17243.000000
acc:	-282.000000	-1000.000000	17241.000000
acc:	-272.000000	-996.000000	17241.000000
acc:	-256.000000	-994.000000	17235.000000
acc:	-245.000000	-984.000000	17219.000000
acc:	-233.000000	-991.000000	17214.000000
acc:	-228.000000	-986.000000	17204.000000
acc:	-242.000000	-979.000000	17209.000000
acc:	-247.000000	-976.000000	17183.000000
acc:	-243.000000	-974.000000	17187.000000
acc:	-252.000000	-972.000000	17176.000000
acc:	-268.000000	-964.000000	17171.000000
acc:	-267.000000	-973.000000	17168.000000
acc:	-282.000000	-979.000000	17151.000000
acc:	-291.000000	-979.000000	17178.000000
acc:	-286.000000	-982.000000	17186.000000
acc:	-298.000000	-985.000000	17180.000000
acc:	-303.000000	-976.000000	17184.000000
acc:	-296.000000	-982.000000	17200.000000
acc:	-302.000000	-994.000000	17214.000000
acc:	-308.000000	-1002.000000	17224.000000
acc:	-309.000000	-994.000000	17227.000000
acc:	-317.000000	-996.000000	17220.000000
acc:	-315.000000	-1003.000000	17238.000000
acc:	-310.000000	-1001.000000	17210.000000
acc:	-312.000000	-1006.000000	17206.000000
acc:	-307.000000	-1001.000000	17229.000000
acc:	-297.000000	-1004.000000	17226.000000
acc:	-293.000000	-1009.000000	17240.000000
acc:	-286.000000	-1002.000000	17226.000000
acc:	-276.000000	-991.000000	17229.000000
acc:	-279.000000	-991.000000	17245.000000
acc:	-273.000000	-992.000000	17253.000000
acc:	-260.000000	-997.000000	17230.000000
acc:	-262.000000	-1004.000000	17250.000000
acc:	-270.000000	-996.000000	17257.000000
acc:	-266.000000	-1008.000000	17245.000000
acc:	-264.000000	-1002.000000	17232.000000
acc:	-263.000000	-992.000000	17237.000000
acc:	-266.000000	-997.000000	17241.000000
acc:	-263.000000	-1004.000000	17255.000000
acc:	-256.000000	-1014.000000	17253.000000
acc:	-270.000000	-1008.000000	17272.000000
acc:	-283.000000	-1000.000000	17288.000000
acc:	-287.000000	-992.000000	17266.000000
acc:	-295.000000	-994.000000	17251.000000
acc:	-286.000000	-984.000000	17259.000000
acc:	-278.000000	-992.000000	17258.000000
acc:	-284.000000	-1004.000000	17232.000000
acc:	-283.000000	-999.000000	17226.000000
acc:	-286.000000	-995.000000	17191.000000
acc:	-281.000000	-988.000000	17182.000000
acc:	-268.000000	-978.000000	17196.000000
acc:	-269.000000	-975.000000	17208.000000
acc:	-260.000000	-974.000000	17218.000000
acc:	-251.000000	-984.000000	17212.000000
acc:	-262.000000	-980.000000	17203.000000
acc:	-266.000000	-984.000000	17209.000000
acc:	-268.000000	-980.000000	17222.000000
acc:	-270.000000	-985.000000	17230.000000
acc:	-260.000000	-992.000000	17242.000000
acc:	-258.000000	-994.000000	17249.000000
acc:	-252.000000	-1016.000000	17214.000000
acc:	-252.000000	-1022.000000	17219.000000
acc:	-253.000000	-1023.000000	17214.000000
acc:	-256.000000	-1013.000000	17240.000000
acc:	-262.000000	-1006.000000	17247.000000
acc:	-262.000000	-1000.000000	17254.000000
acc:	-259.000000	-997.000000	17260.000000
acc:	-246.000000	-983.000000	17255.000000
acc:	-256.000000	-986.000000	17265.000000
acc:	-270.000000	-987.000000	17280.000000
acc:	-272.000000	-981.000000	17292.000000
acc:	-263.000000	-973.000000	17274.000000
acc:	-264.000000	-976.000000	17271.000000
acc:	-265.000000	-974.000000	17247.000000
acc:	-259.000000	-983.000000	17242.000000
acc:	-254.000000	-984.000000	17248.000000
acc:	-252.000000	-986.000000	17251.000000
acc:	-265.000000	-1001.000000	17258.000000
acc:	-258.000000	-998.000000	17250.000000
acc:	-250.000000	-1006.000000	17214.000000
acc:	-245.000000	-1003.000000	17197.000000
acc:	-252.000000	-1005.000000	17199.000000
acc:	-250.000000	-1014.000000	17203.000000
acc:	-242.000000	-1018.000000	17228.000000
acc:	-242.000000	-1023.000000	17234.000000
acc:	-241.000000	-1017.000000	17233.000000
acc:	-243.000000	-1016.000000	17234.000000
acc:	-238.000000	-996.000000	17214.000000
acc:	-240.000000	-1003.000000	17206.000000
acc:	-236.000000	-984.000000	17211.000000
acc:	-254.000000	-989.000000	17189.000000
acc:	-262.000000	-989.000000	17192.000000
acc:	-274.000000	-968.000000	17190.000000
acc:	-286.000000	-974.000000	17200.000000
acc:	-277.000000	-985.000000	17189.000000
acc:	-278.000000	-990.000000	17182.000000
acc:	-295.000000	-982.000000	17172.000000
acc:	-296.000000	-995.000000	17167.000000
acc:	-293.000000	-983.000000	17177.000000
acc:	-301.000000	-993.000000	17192.000000
acc:	-288.000000	-1003.000000	17231.000000
acc:	-280.000000	-1002.000000	17238.000000
acc:	-275.000000	-1016.000000	17238.000000
acc:	-255.000000	-1009.000000	17208.000000
acc:	-266.000000	-992.000000	17206.000000
acc:	-270.000000	-1007.000000	17206.000000
acc:	-257.000000	-1022.000000	17204.000000
acc:	-252.000000	-1020.000000	17217.000000
acc:	-265.000000	-1022.000000	17222.000000
acc:	-248.000000	-1016.000000	17226.000000
acc:	-234.000000	-1007.000000	17206.000000
acc:	-240.000000	-1017.000000	17212.000000
acc:	-232.000000	-1024.000000	17200.000000
acc:	-242.000000	-1018.000000	17200.000000
acc:	-237.000000	-1013.000000	17209.000000
acc:	-242.000000	-1006.000000	17215.000000
acc:	-246.000000	-999.000000	17202.000000
acc:	-248.000000	-1002.000000	17210.000000
acc:	-244.000000	-1008.000000	17194.000000
acc:	-266.000000	-1020.000000	17176.000000
acc:	-287.000000	-1011.000000	17193.000000
acc:	-283.000000	-1000.000000	17182.000000
acc:	-290.000000	-989.000000	17201.000000
acc:	-292.000000	-1000.000000	17217.000000
acc:	-300.000000	-1010.000000	17212.000000
acc:	-304.000000	-1007.000000	17190.000000
acc:	-300.000000	-1011.000000	17206.000000
acc:	-304.000000	-1016.000000	17202.000000
acc:	-291.000000	-1008.000000	17206.000000
acc:	-282.000000	-1005.000000	17213.000000
acc:	-275.000000	-1011.000000	17202.000000
acc:	-279.000000	-1017.000000	17212.000000
acc:	-275.000000	-1033.000000	17208.000000
acc:	-270.000000	-1023.000000	17197.000000
acc:	-262.000000	-1016.000000	17204.000000
acc:	-263.000000	-1009.000000	17219.000000
acc:	-268.000000	-998.000000	17208.000000
acc:	-262.000000	-990.000000	17212.000000
acc:	-276.000000	-989.000000	17226.000000
acc:	-279.000000	-988.000000	17249.000000
acc:	-273.000000	-980.000000	17256.000000
acc:	-275.000000	-979.000000	17253.000000
acc:	-284.000000	-974.000000	17253.000000
acc:	-280.000000	-982.000000	17254.000000
acc:	-290.000000	-982.000000	17241.000000
acc:	-279.000000	-996.000000	17242.000000
acc:	-278.000000	-1001.000000	17247.000000
acc:	-276.000000	-1001.000000	17257.000000
acc:	-278.000000	-1011.000000	17247.000000
acc:	-274.000000	-1012.000000	17242.000000
acc:	-285.000000	-1022.000000	17246.000000
acc:	-267.000000	-1008.000000	17248.000000
acc:	-270.000000	-998.000000	17250.000000
acc:	-285.000000	-1000.000000	17244.000000
acc:	-277.000000	-1001.000000	17253.000000
acc:	-286.000000	-984.000000	17263.000000
acc:	-277.000000	-981.000000	17273.000000
acc:	-286.000000	-980.000000	17256.000000
acc:	-278.000000	-974.000000	17245.000000
acc:	-270.000000	-967.000000	17228.000000
acc:	-266.000000	-961.000000	17218.000000
acc:	-272.000000	-975.000000	17207.000000
acc:	-254.000000	-983.000000	17206.000000
acc:	-239.000000	-977.000000	17212.000000
acc:	-241.000000	-976.000000	17229.000000
acc:	-232.000000	-992.000000	17205.000000
acc:	-227.000000	-992.000000	17193.000000
acc:	-227.000000	-1007.000000	17195.000000
acc:	-227.000000	-1008.000000	17204.000000
acc:	-232.000000	-1008.000000	17206.000000
acc:	-241.000000	-1002.000000	17204.000000
acc:	-248.000000	-1004.000000	17208.000000
acc:	-262.000000	-1002.000000	17200.000000
acc:	-266.000000	-1006.000000	17203.000000
acc:	-260.000000	-1014.000000	17192.000000
acc:	-266.000000	-1000.000000	17204.000000
acc:	-270.000000	-1008.000000	17199.000000
acc:	-269.000000	-998.000000	17198.000000
acc:	-268.000000	-987.000000	17209.000000
acc:	-269.000000	-996.000000	17222.000000
acc:	-257.000000	-1004.000000	17228.000000
acc:	-250.000000	-1002.000000	17229.000000
acc:	-247.000000	-995.000000	17242.000000
acc:	-258.000000	-994.000000	17254.000000
acc:	-267.000000	-988.000000	17248.000000
acc:	-266.000000	-990.000000	17242.000000
acc:	-264.000000	-982.000000	17252.000000
acc:	-265.000000	-979.000000	17260.000000
acc:	-272.000000	-994.000000	17247.000000
acc:	-278.000000	-997.000000	17247.000000
acc:	-288.000000	-1001.000000	17243.000000
acc:	-283.000000	-994.000000	17236.000000
acc:	-288.000000	-994.000000	17231.000000
acc:	-282.000000	-998.000000	17226.000000
acc:	-275.000000	-1000.000000	17223.000000
acc:	-276.000000	-1006.000000	17241.000000
acc:	-279.000000	-1004.000000	17241.000000
acc:	-285.000000	-1004.000000	17233.000000
acc:	-284.000000	-992.000000	17244.000000
acc:	-269.000000	-990.000000	17236.000000
acc:	-261.000000	-986.000000	17242.000000
acc:	-264.000000	-993.000000	17247.000000
acc:	-262.000000	-998.000000	17248.000000
acc:	-255.000000	-994.000000	17230.000000
acc:	-254.000000	-997.000000	17235.000000
acc:	-248.000000	-992.000000	17221.000000
acc:	-250.000000	-996.000000	17234.000000
acc:	-251.000000	-993.000000	17242.000000
acc:	-245.000000	-1005.000000	17236.000000
acc:	-254.000000	-1001.000000	17236.000000
acc:	-261.000000	-1000.000000	17242.000000
acc:	-275.000000	-994.000000	17238.000000
acc:	-267.000000	-1001.000000	17250.000000
acc:	-283.000000	-1002.000000	17262.000000
acc:	-288.000000	-1009.000000	17250.000000
acc:	-298.000000	-1018.000000	17258.000000
acc:	-299.000000	-1014.000000	17240.000000
acc:	-294.000000	-1014.000000	17227.000000
acc:	-300.000000	-1008.000000	17210.000000
acc:	-302.000000	-1004.000000	17215.000000
acc:	-286.000000	-1009.000000	17189.000000
acc:	-268.000000	-1010.000000	17196.000000
acc:	-269.000000	-1014.000000	17176.000000
acc:	-267.000000	-1012.000000	17172.000000
acc:	-263.000000	-1004.000000	17188.000000
acc:	-251.000000	-1007.000000	17186.000000
acc:	-255.000000	-1010.000000	17176.000000
acc:	-252.000000	-1014.000000	17180.000000
acc:	-252.000000	-1022.000000	17193.000000
acc:	-267.000000	-1032.000000	17192.000000
acc:	-271.000000	-1014.000000	17228.000000
acc:	-289.000000	-1002.000000	17213.000000
acc:	-302.000000	-996.000000	17224.000000
acc:	-362.000000	-993.000000	17114.000000
acc:	-370.000000	-1013.000000	17114.000000
acc:	-391.000000	-972.000000	17092.000000
acc:	-376.000000	-934.000000	17137.000000
acc:	-378.000000	-885.000000	17114.000000
acc:	-375.000000	-842.000000	17136.000000
acc:	-382.000000	-784.000000	17127.000000
acc:	-378.000000	-746.000000	17087.000000
acc:	-375.000000	-712.000000	17099.000000
acc:	-350.000000	-643.000000	17099.000000
acc:	-297.000000	-599.000000	17206.000000
acc:	-277.000000	-519.000000	17190.000000
acc:	-256.000000	-495.000000	17214.000000
acc:	-278.000000	-488.000000	17096.000000
acc:	-265.000000	-472.000000	17126.000000
acc:	-247.000000	-443.000000	17112.000000
acc:	-218.000000	-430.000000	17122.000000
acc:	-216.000000	-410.000000	17128.000000
acc:	-210.000000	-387.000000	17139.000000
acc:	-229.000000	-395.000000	17129.000000
acc:	-215.000000	-376.000000	17144.000000
acc:	-212.000000	-364.000000	17133.000000
acc:	-222.000000	-356.000000	17144.000000
acc:	-190.000000	-328.000000	17236.000000
acc:	-192.000000	-327.000000	17234.000000
acc:	-180.000000	-337.000000	17230.000000
acc:	-175.000000	-342.000000	17224.000000
acc:	-195.000000	-345.000000	17224.000000
acc:	-190.000000	-356.000000	17208.000000
acc:	-166.000000	-340.000000	17213.000000
acc:	-151.000000	-335.000000	17205.000000
acc:	-154.000000	-332.000000	17216.000000
acc:	-102.000000	-322.000000	17238.000000
acc:	-125.000000	-324.000000	17211.000000
acc:	-128.000000	-320.000000	17202.000000
acc:	-132.000000	-308.000000	17203.000000
acc:	-141.000000	-293.000000	17206.000000
acc:	-125.000000	-286.000000	17223.000000
acc:	-121.000000	-279.000000	17241.000000
acc:	-128.000000	-280.000000	17248.000000
acc:	-145.000000	-280.000000	17252.000000
acc:	-153.000000	-288.000000	17269.000000
acc:	-196.000000	-288.000000	17234.000000
acc:	-186.000000	-288.000000	17266.000000
acc:	-180.000000	-282.000000	17285.000000
acc:	-208.000000	-272.000000	17295.000000
acc:	-204.000000	-266.000000	17292.000000
acc:	-201.000000	-277.000000	17273.000000
acc:	-202.000000	-270.000000	17261.000000
acc:	-199.000000	-277.000000	17265.000000
acc:	-192.000000	-266.000000	17236.000000
acc:	-182.000000	-260.000000	17230.000000
acc:	-184.000000	-261.000000	17239.000000
acc:	-176.000000	-266.000000	17236.000000
acc:	-186.000000	-273.000000	17219.000000
acc:	-173.000000	-283.000000	17222.000000
acc:	-170.000000	-290.000000	17220.000000
acc:	-169.000000	-290.000000	17234.000000
acc:	-171.000000	-300.000000	17242.000000
acc:	-186.000000	-292.000000	17239.000000
acc:	-184.000000	-299.000000	17260.000000
acc:	-188.000000	-302.000000	17252.000000
acc:	-182.000000	-300.000000	17238.000000
acc:	-188.000000	-290.000000	17240.000000
acc:	-192.000000	-284.000000	17236.000000
acc:	-202.000000	-290.000000	17226.000000
acc:	-208.000000	-278.000000	17233.000000
acc:	-212.000000	-266.000000	17237.000000
acc:	-212.000000	-262.000000	17227.000000
acc:	-203.000000	-258.000000	17215.000000
acc:	-209.000000	-248.000000	17225.000000
acc:	-216.000000	-239.000000	17213.000000
acc:	-224.000000	-245.000000	17220.000000
acc:	-239.000000	-243.000000	17215.000000
acc:	-235.000000	-245.000000	17227.000000
acc:	-227.000000	-233.000000	17208.000000
acc:	-224.000000	-242.000000	17215.000000
acc:	-221.000000	-245.000000	17191.000000
acc:	-222.000000	-233.000000	17190.000000
acc:	-222.000000	-236.000000	17198.000000
acc:	-226.000000	-256.000000	17196.000000
acc:	-221.000000	-262.000000	17220.000000
acc:	-206.000000	-258.000000	17228.000000
acc:	-192.000000	-268.000000	17225.000000
acc:	-195.000000	-266.000000	17216.000000
acc:	-200.000000	-269.000000	17232.000000
acc:	-206.000000	-267.000000	17237.000000
acc:	-220.000000	-276.000000	17267.000000
acc:	-220.000000	-291.000000	17265.000000
acc:	-232.000000	-289.000000	17271.000000
acc:	-222.000000	-278.000000	17250.000000
acc:	-234.000000	-287.000000	17245.000000
acc:	-242.000000	-289.000000	17234.000000
acc:	-243.000000	-280.000000	17238.000000
acc:	-229.000000	-282.000000	17243.000000
acc:	-225.000000	-274.000000	17248.000000
acc:	-221.000000	-282.000000	17232.000000
acc:	-216.000000	-263.000000	17219.000000
acc:	-207.000000	-254.000000	17227.000000
acc:	-196.000000	-255.000000	17215.000000
acc:	-200.000000	-258.000000	17216.000000
acc:	-197.000000	-238.000000	17200.000000
acc:	-197.000000	-243.000000	17203.000000
acc:	-202.000000	-236.000000	17190.000000
acc:	-215.000000	-244.000000	17173.000000
acc:	-215.000000	-261.000000	17156.000000
acc:	-218.000000	-258.000000	17173.000000
acc:	-224.000000	-257.000000	17185.000000
acc:	-226.000000	-263.000000	17188.000000
acc:	-241.000000	-260.000000	17208.000000
acc:	-244.000000	-265.000000	17218.000000
acc:	-233.000000	-261.000000	17228.000000
acc:	-244.000000	-253.000000	17225.000000
acc:	-241.000000	-265.000000	17226.000000
acc:	-238.000000	-252.000000	17252.000000
acc:	-250.000000	-233.000000	17244.000000
acc:	-244.000000	-231.000000	17243.000000
