FL.No.308,388.00,-316.00,81.00,0.00
FL.No.309,386.00,-310.00,81.00,0.00
FL.No.310,383.00,-304.00,82.00,0.00
FL.No.311,380.00,-299.00,81.00,0.00
FL.No.312,377.00,-294.00,81.00,0.00
FL.No.313,373.00,-289.00,81.00,0.00
FL.No.314,369.00,-285.00,81.00,0.00
FL.No.315,365.00,-281.00,80.00,0.00
FL.No.316,360.00,-278.00,80.00,0.00
FL.No.317,355.00,-275.00,80.00,0.00
FL.No.318,350.00,-272.00,79.00,0.00
FL.No.319,344.00,-269.00,79.00,0.00
FL.No.320,338.00,-266.00,79.00,0.00
FL.No.321,332.00,-264.00,78.00,0.00
FL.No.322,325.00,-261.00,78.00,0.00
FL.No.323,317.00,-259.00,78.00,0.00
FL.No.324,310.00,-258.00,78.00,0.00
FL.No.325,303.00,-256.00,79.00,0.00
FL.No.326,295.00,-255.00,79.00,0.00
FL.No.327,288.00,-254.00,79.00,0.00
FL.No.328,282.00,-253.00,80.00,0.00
FL.No.329,275.00,-253.00,80.00,0.00
FL.No.330,269.00,-253.00,80.00,0.00
FL.No.331,264.00,-253.00,81.00,0.00
FL.No.332,259.00,-253.00,81.00,0.00
FL.No.333,255.00,-254.00,81.00,0.00
FL.No.334,252.00,-255.00,80.00,0.00
FL.No.335,249.00,-256.00,80.00,0.00
FL.No.336,246.00,-257.00,79.00,0.00
FL.No.337,244.00,-258.00,79.00,0.00
FL.No.338,242.00,-260.00,78.00,0.00
FL.No.339,241.00,-262.00,77.00,0.00
FL.No.340,239.00,-263.00,76.00,0.00
FL.No.341,236.00,-266.00,75.00,0.00
FL.No.342,234.00,-268.00,75.00,0.00
FL.No.343,231.00,-271.00,74.00,0.00
FL.No.344,228.00,-273.00,74.00,0.00
FL.No.345,224.00,-277.00,73.00,0.00
FL.No.346,220.00,-280.00,74.00,0.00
FL.No.347,216.00,-283.00,74.00,0.00
FL.No.348,212.00,-287.00,74.00,0.00
FL.No.349,207.00,-291.00,75.00,0.00
FL.No.350,203.00,-295.00,76.00,0.00
FL.No.351,200.00,-300.00,77.00,0.00
FL.No.352,196.00,-305.00,77.00,0.00
FL.No.353,193.00,-310.00,78.00,0.00
FL.No.354,190.00,-316.00,78.00,0.00
FL.No.355,188.00,-322.00,79.00,0.00
FL.No.356,186.00,-327.00,80.00,0.00
FL.No.357,184.00,-334.00,81.00,0.00
FL.No.358,182.00,-340.00,81.00,0.00
FL.No.359,180.00,-346.00,82.00,0.00
FL.No.360,179.00,-353.00,84.00,0.00
FL.No.361,178.00,-359.00,85.00,0.00
FL.No.362,177.00,-365.00,86.00,0.00
FL.No.363,176.00,-372.00,88.00,0.00
FL.No.364,175.00,-378.00,90.00,0.00
FL.No.365,175.00,-384.00,92.00,0.00
FL.No.366,176.00,-390.00,94.00,0.00
FL.No.367,176.00,-395.00,95.00,0.00
FL.No.368,178.00,-401.00,97.00,0.00
FL.No.369,180.00,-406.00,97.00,0.00
FL.No.370,183.00,-411.00,97.00,0.00
FL.No.371,186.00,-416.00,97.00,0.00
FL.No.372,190.00,-421.00,97.00,0.00
FL.No.373,194.00,-425.00,97.00,0.00
FL.No.374,199.00,-429.00,96.00,0.00
FL.No.375,204.00,-433.00,95.00,0.00
FL.No.376,208.00,-436.00,94.00,0.00
FL.No.377,213.00,-440.00,94.00,0.00
FL.No.378,218.00,-443.00,93.00,0.00
FL.No.379,223.00,-446.00,93.00,0.00
FL.No.380,228.00,-448.00,92.00,0.00
FL.No.381,233.00,-451.00,92.00,0.00
FL.No.382,237.00,-453.00,92.00,0.00
FL.No.383,242.00,-455.00,92.00,0.00
FL.No.384,248.00,-456.00,92.00,0.00
FL.No.385,253.00,-458.00,91.00,0.00
FL.No.386,258.00,-459.00,91.00,0.00
FL.No.387,263.00,-459.00,91.00,0.00
FL.No.388,269.00,-460.00,91.00,0.00
FL.No.389,275.00,-461.00,90.00,0.00
FL.No.390,281.00,-461.00,90.00,0.00
FL.No.391,287.00,-461.00,90.00,0.00
FL.No.392,294.00,-461.00,89.00,0.00
FL.No.393,301.00,-461.00,89.00,0.00
FL.No.394,308.00,-460.00,89.00,0.00
FL.No.395,315.00,-459.00,89.00,0.00
FL.No.396,322.00,-457.00,88.00,0.00
FL.No.397,328.00,-456.00,88.00,0.00
FL.No.398,335.00,-454.00,88.00,0.00
FL.No.399,341.00,-451.00,87.00,0.00
FL.No.400,347.00,-448.00,87.00,0.00
FL.No.401,352.00,-444.00,86.00,0.00
