RT.No675	-121.000000	-97.000000	-205.000000	0.000000
RT.No676	-121.000000	-97.000000	-205.000000	0.000000
RT.No677	-121.000000	-97.000000	-204.000000	0.000000
RT.No678	-121.000000	-97.000000	-204.000000	0.000000
RT.No679	-121.000000	-97.000000	-204.000000	0.000000
RT.No680	-121.000000	-97.000000	-204.000000	0.000000
RT.No681	-121.000000	-97.000000	-204.000000	0.000000
RT.No682	-121.000000	-97.000000	-204.000000	0.000000
RT.No683	-121.000000	-97.000000	-204.000000	0.000000
RT.No684	-121.000000	-97.000000	-204.000000	0.000000
RT.No685	-121.000000	-97.000000	-204.000000	0.000000
RT.No686	-121.000000	-97.000000	-204.000000	0.000000
RT.No687	-121.000000	-97.000000	-204.000000	0.000000
RT.No688	-121.000000	-97.000000	-205.000000	0.000000
RT.No689	-121.000000	-97.000000	-205.000000	0.000000
RT.No690	-121.000000	-97.000000	-205.000000	0.000000
RT.No691	-121.000000	-96.000000	-205.000000	0.000000
RT.No692	-121.000000	-96.000000	-204.000000	0.000000
RT.No693	-121.000000	-96.000000	-204.000000	0.000000
RT.No694	-121.000000	-96.000000	-204.000000	0.000000
RT.No695	-121.000000	-96.000000	-204.000000	0.000000
RT.No696	-121.000000	-96.000000	-204.000000	0.000000
RT.No697	-121.000000	-96.000000	-204.000000	0.000000
RT.No698	-121.000000	-96.000000	-204.000000	0.000000
RT.No699	-121.000000	-96.000000	-204.000000	0.000000
RT.No700	-121.000000	-96.000000	-204.000000	0.000000
RT.No701	-121.000000	-97.000000	-204.000000	0.000000
RT.No702	-121.000000	-97.000000	-204.000000	0.000000
RT.No703	-121.000000	-97.000000	-204.000000	0.000000
RT.No704	-121.000000	-97.000000	-204.000000	0.000000
RT.No705	-121.000000	-97.000000	-204.000000	0.000000
RT.No706	-121.000000	-97.000000	-204.000000	0.000000
RT.No707	-121.000000	-97.000000	-204.000000	0.000000
RT.No708	-120.000000	-96.000000	-205.000000	0.000000
RT.No709	-120.000000	-96.000000	-205.000000	0.000000
RT.No710	-122.000000	-97.000000	-204.000000	0.000000
RT.No711	-124.000000	-97.000000	-203.000000	0.000000
RT.No712	-126.000000	-97.000000	-201.000000	0.000000
RT.No713	-129.000000	-98.000000	-199.000000	0.000000
RT.No714	-131.000000	-98.000000	-198.000000	0.000000
RT.No715	-134.000000	-98.000000	-196.000000	0.000000
RT.No716	-137.000000	-99.000000	-194.000000	0.000000
RT.No717	-141.000000	-100.000000	-191.000000	0.000000
RT.No718	-146.000000	-103.000000	-187.000000	0.000000
RT.No719	-149.000000	-106.000000	-184.000000	0.000000
RT.No720	-151.000000	-110.000000	-182.000000	0.000000
RT.No721	-152.000000	-114.000000	-180.000000	0.000000
RT.No722	-154.000000	-119.000000	-178.000000	0.000000
RT.No723	-154.000000	-125.000000	-176.000000	0.000000
RT.No724	-155.000000	-131.000000	-174.000000	0.000000
RT.No725	-154.000000	-138.000000	-173.000000	0.000000
RT.No726	-153.000000	-144.000000	-172.000000	0.000000
RT.No727	-151.000000	-151.000000	-172.000000	0.000000
RT.No728	-148.000000	-156.000000	-172.000000	0.000000
RT.No729	-146.000000	-162.000000	-171.000000	0.000000
RT.No730	-143.000000	-167.000000	-171.000000	0.000000
RT.No731	-139.000000	-172.000000	-172.000000	0.000000
RT.No732	-134.000000	-177.000000	-172.000000	0.000000
RT.No733	-131.000000	-181.000000	-172.000000	0.000000
RT.No734	-127.000000	-186.000000	-171.000000	0.000000
RT.No735	-123.000000	-192.000000	-170.000000	0.000000
RT.No736	-119.000000	-198.000000	-169.000000	0.000000
RT.No737	-114.000000	-204.000000	-167.000000	0.000000
RT.No738	-109.000000	-211.000000	-165.000000	0.000000
RT.No739	-104.000000	-218.000000	-163.000000	0.000000
RT.No740	-97.000000	-225.000000	-160.000000	0.000000
RT.No741	-90.000000	-232.000000	-158.000000	0.000000
RT.No742	-82.000000	-240.000000	-156.000000	0.000000
RT.No743	-73.000000	-247.000000	-154.000000	0.000000
RT.No744	-64.000000	-253.000000	-153.000000	0.000000
RT.No745	-54.000000	-258.000000	-153.000000	0.000000
RT.No746	-45.000000	-262.000000	-153.000000	0.000000
RT.No747	-38.000000	-263.000000	-155.000000	0.000000
